("7",*) "5" "6" "8" "9" "44494" "44548" "74246" "74247" 
("8",*) "6" "7" "73666" "74246" "74247" 
("9",*) "7" "8" "44555" "44635" "73677" "74247" 
("15",*) "16" "17" "44679" "44862" "45017" "45024" "45241" "45264" "45488" 
("16",*) "15" "17" "45024" "45248" "45264" "45271" "45495" 
("17",*) "16" "19" "44877" "45241" "45248" "45264" "45324" "45504" "45683" 
("19",*) "17" "45278" "45324" "45504" "45511" "45697" "45867" "46532" 
("26",*) "20513" "23043" "23046" "73656" "73736" 
("27",*) "28" "45874" "54969" "54972" "54975" "54977" "54979" "54989" "73690" "73723" "74225" 
("28",*) "27" "45874" "54885" "54969" "54972" "54975" "54977" "54979" "54989" "73723" "74225" 
("30",*) "31" "32" "45534" "45714" "45874" "46038" "46136" "54972" "74225" 
("31",*) "30" "32" "33" "45541" "45721" "46045" "46129" 
("32",*) "30" "31" "33" "34" "45548" "45728" "46052" "46122" 
("33",*) "31" "32" "34" "35" "45555" "45735" "46059" "46115" 
("34",*) "32" "33" "35" "36" "45562" "45742" "46066" "46108" 
("35",*) "33" "34" "36" "37" "45569" "45749" "46073" "46101" 
("36",*) "34" "35" "37" "38" "45576" "45756" "46080" "46094" 
("37",*) "35" "36" "38" "39" "45583" "45763" "46087" 
("38",*) "36" "37" "39" "40" "45589" "45770" 
("39",*) "37" "38" "40" "66" "42896" "45596" "45777" "46446" 
("40",*) "38" "39" "66" "42896" "46446" 
("47",*) "49" "41628" "45660" "45839" "46395" "74226" 
("49",*) "47" "50" "45954" "45996" "46431" "74228" "74230" 
("50",*) "49" "51" "52" "41653" "45690" "45860" "45996" "46414" "74228" "74230" "74231" "74232" 
("51",*) "50" "52" "53" "41666" "45867" "45996" "46419" "74228" "74230" "74231" "74232" "74233" "74234" 
("52",*) "50" "51" "53" "46358" "46424" "46601" "74228" "74231" "74232" "74233" "74234" "74235" 
("53",*) "51" "52" "46563" "54792" "74231" "74232" "74233" "74234" "74235" "74236" 
("55",*) "23043" "74235" "74236" "74237" 
("58",*) "59" "60" "44993" "45003" "74240" 
("59",*) "58" "60" "61" "45201" "45213" "74239" "74240" 
("60",*) "58" "59" "61" "62" "45450" "45460" "74239" "74240" "74280" 
("61",*) "59" "60" "62" "45615" "45639" "74239" "74240" "74280" 
("62",*) "60" "61" "45794" "45817" "74239" "74280" "74281" 
("63",*) "67" "46654" "74281" 
("66",*) "39" "40" "42896" "46446" "73706" 
("67",*) "63" "68" "54811" "73705" 
("68",*) "67" "69" "41623" "54784" "54811" 
("69",*) "68" "41623" "54811" 
("78",*) "44944" "45166" "45405" "45412" "45419" "45583" "45763" 
("83",*) "44738" "44743" "45031" "45041" "73692" 
("86",*) "44409" "46460" "49180" "73732" "73733" "74241" 
("88",*) "89" "90" "40948" "73720" "74238" "74241" "74242" "74243" 
("89",*) "88" "90" "40948" "73720" "74243" 
("90",*) "88" "89" "40948" "44409" "44426" "44433" "44464" "46460" "74243" 
("19396",*) "41666" "46419" 
("20349",*) "41628" "41633" "41643" "41653" "46431" "54799" 
("20513",*) "26" "23043" "23046" "73659" "73736" 
("23043",*) "26" "55" "20513" "23046" "73736" "74236" "74237" 
("23046",*) "26" "20513" "23043" "73668" "73736" 
("40948",*) "88" "89" "90" "44464" "73720" "74243" 
("40954",*) "44563" "46491" "49180" "73734" 
("41623",*) "68" "69" "41628" "41633" "54811" "74226" 
("41628",*) "47" "68" "20349" "41623" "41633" "46395" "54806" 
("41633",*) "20349" "41623" "41628" "41638" "41643" "46402" "54789" 
("41638",*) "41633" "46402" "54789" "54799" "54806" 
("41643",*) "20349" "41633" "41653" "41666" "45996" "46409" 
("41653",*) "50" "20349" "41643" "41666" "46414" "46601" "74228" 
("41666",*) "51" "19396" "41643" "41653" "46419" "46601" "54792" "74231" 
("41875",*) "41979" "41982" "41985" "42325" "44123" "54837" "54839" "73712" 
("41961",*) "41964" "41967" "54773" "54858" "54865" "54874" 
("41964",*) "41961" "41967" "41970" "41977" "54858" "54865" "54874" "73693" 
("41967",*) "41961" "41964" "41970" "41977" "41979" "54849" "54858" "54865" "73694" 
("41970",*) "41964" "41967" "41977" "41979" "54849" "54858" "54865" "73695" 
("41977",*) "41964" "41967" "41970" "41979" "54839" "54849" "54858" "54865" "73696" 
("41982",*) "41875" "41979" "41985" "42325" "44123" "54837" "54839" "54849" "73698" "73712" 
("41985",*) "41875" "41979" "41982" "42325" "44123" "54837" "54839" "54849" "73699" "73712" 
("42325",*) "41875" "41982" "41985" "44123" "54837" "54839" "73712" 
("42896",*) "39" "40" "66" "46446" 
("44123",*) "41875" "41982" "41985" "42325" "54837" "54839" "73712" 
("44409",*) "86" "90" "44426" "46460" 
("44426",*) "90" "44409" "44433" "44440" "44464" "44510" 
("44433",*) "90" "44426" "44440" "44457" "44515" 
("44440",*) "5" "44426" "44433" "44457" "44480" "44522" "73665" 
("44457",*) "5" "44433" "44440" "44487" "44529" 
("44464",*) "90" "40948" "44426" "44480" "44510" "44592" "74243" 
("44480",*) "44440" "44464" "44487" "44494" "44522" "44604" 
("44487",*) "44457" "44480" "44494" "44529" "44609" 
("44494",*) "5" "7" "44480" "44487" "44536" "44616" "73730" 
("44510",*) "44426" "44464" "44515" "44522" "44592" "44779" 
("44515",*) "44433" "44510" "44522" "44529" "44599" "44786" 
("44522",*) "44440" "44480" "44510" "44515" "44529" "44536" "44604" "44793" 
("44529",*) "44457" "44515" "44522" "44536" "44543" "44609" "44800" 
("44536",*) "5" "44494" "44522" "44529" "44543" "44548" "44616" "44807" 
("44543",*) "44529" "44536" "44548" "44623" "44814" 
("44548",*) "7" "44536" "44543" "44555" "44628" "44821" 
("44555",*) "9" "44548" "44635" "44828" 
("44563",*) "40954" "44570" "44577" "44746" "45053" "46491" "49180" 
("44570",*) "44563" "44577" "44582" "44753" "46470" "46477" 
("44577",*) "44563" "44570" "44582" "44589" "44758" "44923" "46463" "46484" 
("44582",*) "44570" "44577" "44589" "44592" "44765" "44930" 
("44589",*) "44582" "44592" "44599" "44772" "44937" 
("44592",*) "44464" "44510" "44582" "44589" "44599" "44604" "44779" "44979" 
("44599",*) "44515" "44589" "44592" "44604" "44609" "44786" "44986" 
("44604",*) "44480" "44522" "44592" "44599" "44609" "44616" "44793" "44944" 
("44609",*) "44529" "44599" "44604" "44616" "44623" "44800" "44951" 
("44616",*) "44494" "44536" "44604" "44609" "44623" "44628" "44807" "44958" 
("44623",*) "44543" "44609" "44616" "44628" "44814" "44965" 
("44628",*) "7" "44548" "44616" "44623" "44635" "44821" "44972" 
("44635",*) "9" "44555" "44628" "44828" "44993" 
("44665",*) "44672" "44679" "45017" 
("44672",*) "44665" "44679" "45024" "73673" 
("44679",*) "15" "44665" "44672" "44862" 
("44693",*) "44724" "44731" "44905" "44916" "45299" "46274" "46281" "46624" 
("44710",*) "44717" "44724" "46260" "73713" 
("44717",*) "44710" "44731" "44905" "46624" "73678" "73713" 
("44724",*) "44693" "44710" "44731" "46260" "46641" 
("44731",*) "44693" "44717" "44724" "44916" "46267" "46624" 
("44738",*) "83" "44743" "44746" "45031" 
("44743",*) "83" "44738" "44746" "44753" "45041" "45131" 
("44746",*) "44563" "44738" "44743" "44753" "44758" "45053" "45138" "46491" 
("44753",*) "44570" "44743" "44746" "44758" "44765" "45145" "46477" 
("44758",*) "44577" "44746" "44753" "44765" "44772" "44923" "45084" "45152" "46484" 
("44765",*) "44582" "44753" "44758" "44772" "44779" "44930" "45095" 
("44772",*) "44589" "44758" "44765" "44779" "44786" "44937" 
("44779",*) "44510" "44592" "44765" "44772" "44786" "44793" "44979" 
("44786",*) "44515" "44599" "44772" "44779" "44793" "44800" "44986" "45159" 
("44793",*) "44522" "44604" "44779" "44786" "44800" "44807" "44944" "45166" 
("44800",*) "44529" "44609" "44786" "44793" "44807" "44814" "44951" "45173" 
("44807",*) "44536" "44616" "44793" "44800" "44814" "44821" "44958" "45180" 
("44814",*) "44543" "44623" "44800" "44807" "44821" "44965" "45187" 
("44821",*) "44548" "44628" "44807" "44814" "44828" "44972" "45194" 
("44828",*) "44555" "44635" "44821" "44993" "45201" 
("44838",*) "44845" "45003" "45213" 
("44845",*) "44838" "45010" "45220" 
("44862",*) "15" "44679" "44877" "45241" 
("44877",*) "17" "44862" "44884" "44891" "45264" "73670" 
("44884",*) "44877" "44891" "44898" "45271" 
("44891",*) "44877" "44884" "44898" "44905" "45278" "45324" "73672" 
("44898",*) "44884" "44891" "44905" "44916" "45285" "46330" 
("44905",*) "44693" "44717" "44891" "44898" "44916" "45292" "46288" "46337" 
("44916",*) "44693" "44731" "44898" "44905" "45299" "46288" "46295" "46344" 
("44923",*) "44577" "44758" "44930" "44937" "45053" "45084" "45152" "45384" 
("44930",*) "44582" "44765" "44923" "44937" "44979" "45095" "45391" 
("44937",*) "44589" "44772" "44923" "44930" "44979" "44986" "45398" 
("44944",*) "44604" "44793" "44951" "44958" "44979" "44986" "45166" 
("44951",*) "44609" "44800" "44944" "44958" "44965" "44986" "45173" "45412" 
("44958",*) "44616" "44807" "44944" "44951" "44965" "44972" "45180" "45419" 
("44965",*) "44623" "44814" "44951" "44958" "44972" "45187" "45426" 
("44972",*) "44628" "44821" "44958" "44965" "44993" "45194" "45443" 
("44979",*) "44592" "44779" "44930" "44937" "44944" "44986" "45405" 
("44986",*) "44599" "44786" "44937" "44944" "44951" "44979" "45159" 
("44993",*) "58" "44635" "44828" "44972" "45201" "45450" 
("45003",*) "58" "44838" "45010" "45017" "45213" "45460" 
("45010",*) "44845" "45003" "45017" "45024" "45220" "45467" 
("45017",*) "15" "44665" "45003" "45010" "45024" "45227" "45474" 
("45024",*) "15" "16" "44672" "45010" "45017" "45234" "45481" 
("45031",*) "83" "44738" "45041" "45053" "45124" "73692" 
("45041",*) "83" "44743" "45031" "45053" "45131" 
("45053",*) "44563" "44746" "44923" "45031" "45041" "45084" "45138" "45370" 
("45084",*) "44758" "44923" "45053" "45095" "45152" "45384" 
("45095",*) "44765" "44930" "45084" "45145" "45152" "45391" "45555" 
("45124",*) "45031" "45131" "45138" "45361" 
("45131",*) "44743" "45041" "45124" "45138" "45145" "45364" "45531" 
("45138",*) "44746" "45053" "45124" "45131" "45145" "45152" "45370" "45534" 
("45145",*) "44753" "45095" "45131" "45138" "45152" "45377" "45541" 
("45152",*) "44758" "44923" "45084" "45095" "45138" "45145" "45384" "45548" 
("45159",*) "44786" "44986" "45166" "45173" "45576" 
("45166",*) "78" "44793" "44944" "45159" "45173" "45180" "45583" 
("45173",*) "44800" "44951" "45159" "45166" "45180" "45187" "45412" "45589" 
("45180",*) "44807" "44958" "45166" "45173" "45187" "45194" "45419" "45596" 
("45187",*) "44814" "44965" "45173" "45180" "45194" "45426" "45440" "45603" 
("45194",*) "44821" "44972" "45180" "45187" "45201" "45443" "45608" 
("45201",*) "59" "44828" "44993" "45194" "45450" "45615" 
("45213",*) "59" "44838" "45003" "45220" "45227" "45460" "45639" 
("45220",*) "44845" "45010" "45213" "45227" "45234" "45467" "45646" 
("45227",*) "45017" "45213" "45220" "45234" "45241" "45474" "45653" 
("45234",*) "45024" "45220" "45227" "45241" "45248" "45481" "45660" 
("45241",*) "15" "17" "44862" "45227" "45234" "45248" "45488" "45667" 
("45248",*) "16" "17" "45234" "45241" "45495" "45674" 
("45264",*) "15" "16" "17" "44877" "45271" "45278" "45504" 
("45271",*) "16" "44884" "45264" "45278" "45285" "45511" 
("45278",*) "19" "44891" "45264" "45271" "45285" "45292" "45324" 
("45285",*) "44898" "45271" "45278" "45292" "45299" "46330" 
("45292",*) "44905" "45278" "45285" "45299" "46302" "46337" "46532" 
("45299",*) "44693" "44916" "45285" "45292" "46302" "46309" "46344" "46525" 
("45324",*) "17" "19" "44891" "45278" "45697" "46330" "46337" 
("45361",*) "45124" "45364" "45370" "45704" 
("45364",*) "45131" "45361" "45370" "45377" "45531" "45707" 
("45370",*) "45053" "45138" "45361" "45364" "45377" "45384" "45534" "45714" 
("45377",*) "45145" "45364" "45370" "45384" "45391" "45541" "45721" 
("45384",*) "44923" "45084" "45152" "45370" "45377" "45391" "45398" "45548" "45728" 
("45391",*) "44930" "45095" "45377" "45384" "45398" "45405" "45555" "45735" 
("45398",*) "44937" "45384" "45391" "45405" "45562" "45742" 
("45405",*) "78" "44979" "45391" "45398" "45569" "45749" 
("45412",*) "78" "44951" "45173" "45419" "45434" "45589" "45770" 
("45419",*) "78" "44958" "45180" "45412" "45429" "45434" "45443" "45596" "45777" 
("45426",*) "44965" "45187" "45429" "45434" "45440" "45603" 
("45429",*) "45419" "45426" "45434" "45440" "45443" "45450" 
("45434",*) "45412" "45419" "45426" "45429" "45440" "45443" 
("45440",*) "45187" "45426" "45429" "45434" "45603" "45784" 
("45443",*) "44972" "45194" "45419" "45429" "45434" "45450" "45608" "45787" 
("45450",*) "60" "44993" "45201" "45429" "45443" "45615" "45794" 
("45460",*) "60" "45003" "45213" "45467" "45474" "45639" "45817" 
("45467",*) "45010" "45220" "45460" "45474" "45481" "45646" "45824" 
("45474",*) "45017" "45227" "45460" "45467" "45481" "45488" "45653" "45831" 
("45481",*) "45024" "45234" "45467" "45474" "45488" "45495" "45660" "45839" 
("45488",*) "15" "45241" "45474" "45481" "45495" "45504" "45667" "45846" 
("45495",*) "16" "45248" "45481" "45488" "45504" "45511" "45674" "45954" 
("45504",*) "17" "19" "45264" "45488" "45495" "45511" "45683" "45853" 
("45511",*) "19" "45271" "45495" "45504" "45690" "45860" 
("45531",*) "45131" "45364" "45534" "45541" "45707" 
("45534",*) "30" "45138" "45370" "45531" "45541" "45548" "45714" 
("45541",*) "31" "45145" "45377" "45531" "45534" "45548" "45555" "45721" 
("45548",*) "32" "45152" "45384" "45534" "45541" "45555" "45562" "45728" 
("45555",*) "33" "45095" "45391" "45541" "45548" "45562" "45569" "45735" 
("45562",*) "34" "45398" "45548" "45555" "45569" "45576" "45742" 
("45569",*) "35" "45405" "45555" "45562" "45576" "45583" "45749" 
("45576",*) "36" "45159" "45562" "45569" "45583" "45589" "45756" 
("45583",*) "37" "78" "45166" "45569" "45576" "45589" "45596" "45763" 
("45589",*) "38" "45173" "45412" "45576" "45583" "45596" "45603" "45770" 
("45596",*) "39" "45180" "45419" "45583" "45589" "45603" "45608" "45777" 
("45603",*) "45187" "45426" "45440" "45589" "45596" "45608" "45784" 
("45608",*) "45194" "45443" "45596" "45603" "45615" "45787" 
("45615",*) "61" "45201" "45450" "45608" "45794" "74239" 
("45639",*) "61" "45213" "45460" "45646" "45653" "45817" "74239" 
("45646",*) "45220" "45467" "45639" "45653" "45660" "45824" 
("45653",*) "45227" "45474" "45639" "45646" "45660" "45667" "45831" 
("45660",*) "47" "45234" "45481" "45646" "45653" "45667" "45674" "45839" 
("45667",*) "45241" "45488" "45653" "45660" "45674" "45683" "45846" 
("45674",*) "45248" "45495" "45660" "45667" "45683" "45690" "45954" 
("45683",*) "17" "45504" "45667" "45674" "45690" "45697" "45853" "45996" 
("45690",*) "50" "45511" "45674" "45683" "45697" "45860" "46351" 
("45697",*) "19" "51" "45324" "45683" "45690" "45867" "46351" "74231" 
("45704",*) "45361" "45707" "45714" "45874" "54885" "74225" 
("45707",*) "45364" "45531" "45704" "45714" "45721" "46031" 
("45714",*) "30" "45370" "45534" "45704" "45707" "45721" "45728" "46038" 
("45721",*) "31" "45377" "45541" "45707" "45714" "45728" "45735" "46045" 
("45728",*) "32" "45384" "45548" "45714" "45721" "45735" "45742" "46052" 
("45735",*) "33" "45391" "45555" "45721" "45728" "45742" "45749" "46059" 
("45742",*) "34" "45398" "45562" "45728" "45735" "45749" "45756" "46066" 
("45749",*) "35" "45405" "45569" "45735" "45742" "45756" "45763" "46073" 
("45756",*) "36" "45576" "45742" "45749" "45763" "45770" "46080" 
("45763",*) "37" "78" "45583" "45749" "45756" "45770" "45777" "46087" 
("45770",*) "38" "45412" "45589" "45756" "45763" "45777" "45784" 
("45777",*) "39" "45419" "45596" "45763" "45770" "45784" "45787" 
("45784",*) "45440" "45603" "45770" "45777" "45787" 
("45787",*) "45443" "45608" "45777" "45784" "45794" "46446" 
("45794",*) "62" "45450" "45615" "45787" 
("45817",*) "62" "45460" "45639" "45824" "45831" 
("45824",*) "45467" "45646" "45817" "45831" "45839" 
("45831",*) "45474" "45653" "45817" "45824" "45839" "45846" "74226" 
("45839",*) "47" "45481" "45660" "45824" "45831" "45846" "45954" 
("45846",*) "45488" "45667" "45831" "45839" "45853" "45954" 
("45853",*) "45504" "45683" "45846" "45860" "45867" "45954" "45996" 
("45860",*) "50" "45511" "45690" "45853" "45867" "45954" "46358" "74228" 
("45867",*) "19" "51" "45697" "45853" "45860" "46358" "46563" "74231" 
("45874",*) "27" "28" "30" "45704" "54885" "54969" "54972" "54975" "54977" "54979" 
;

